sale_id,sale_type,product,customer_name,customer_email,customer_country,quantity,unit_price,discount,store_location,sale_date
228,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,3,1100,165.00,CANADA,11/13/2025
229,IN-STORE,COMPUTER,George Stewart,george.stewart40@yahoo.com,ENGLAND,3,1400,210.00,USA,11/24/2025
230,IN-STORE,EBIKE,Linda Thomas,linda.thomas11@gmail.com,FRANCE,1,2200,0.00,CANADA,05/05/2025
231,ON-LINE,IPHONE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,1100,110.00,USA,05/19/2025
232,ON-LINE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1100,88.00,ENGLAND,12/21/2025
233,IN-STORE,IPHONE,Rebecca White,rebecca.white18@proton.me,USA,1,1100,55.00,USA,05/29/2025
234,IN-STORE,TV,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,2,900,0.00,ENGLAND,11/25/2025
235,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,55.00,USA,09/02/2025
236,ON-LINE,IPHONE,George Stewart,george.stewart40@yahoo.com,ENGLAND,1,1100,0.00,USA,10/01/2025
237,IN-STORE,IPHONE,Ashley Moore,ashley.moore90@gmail.com,USA,1,1100,132.00,CANADA,08/31/2025
238,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,90.00,USA,11/09/2025
239,ON-LINE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,220.00,CANADA,06/27/2025
240,ON-LINE,IPAD,George Stewart,george.stewart40@yahoo.com,ENGLAND,1,700,35.00,USA,10/02/2025
241,ON-LINE,TV,Timothy Robinson,timothy.robinson7@gmail.com,FRANCE,2,900,216.00,USA,12/04/2025
242,ON-LINE,COMPUTER,James Jones,james.jones8@yahoo.com,GERMANY,2,1400,0.00,CANADA,06/30/2025
243,ON-LINE,IPAD,Sharon Rodriguez,sharon.rodriguez47@gmail.com,USA,1,700,0.00,ENGLAND,07/31/2025
244,ON-LINE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,3,700,210.00,USA,10/19/2025
245,IN-STORE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,700,0.00,USA,12/24/2025
246,IN-STORE,COMPUTER,Anna Martinez,anna.martinez28@gmail.com,USA,1,1400,210.00,USA,10/20/2025
247,IN-STORE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,700,35.00,ENGLAND,09/12/2025
248,ON-LINE,COMPUTER,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1400,112.00,CANADA,06/08/2025
249,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,2,900,0.00,CANADA,07/04/2025
250,ON-LINE,WATCH,Sandra Turner,sandra.turner41@icloud.com,USA,1,250,12.50,USA,08/18/2025
251,IN-STORE,TV,Rebecca White,rebecca.white18@proton.me,USA,1,900,0.00,CANADA,07/13/2025
252,ON-LINE,IPAD,Rebecca White,rebecca.white18@proton.me,USA,1,700,0.00,ENGLAND,06/17/2025
253,IN-STORE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,900,0.00,USA,08/14/2025
254,ON-LINE,COMPUTER,Henry Thomas,henry.thomas63@yahoo.com,USA,2,1400,0.00,USA,10/15/2025
255,IN-STORE,EBIKE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,2200,66.00,ENGLAND,07/11/2025
256,ON-LINE,IPHONE,Grace Martinez,grace.martinez78@yahoo.com,USA,1,1100,33.00,CANADA,11/16/2025
257,IN-STORE,EBIKE,Anna Turner,anna.turner98@proton.me,USA,1,2200,66.00,USA,10/08/2025
258,IN-STORE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,700,168.00,USA,12/06/2025
259,ON-LINE,EBIKE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,2200,0.00,USA,06/23/2025
260,ON-LINE,IPAD,Robert Parker,robert.parker71@yahoo.com,CHINA,1,700,56.00,USA,06/05/2025
261,ON-LINE,TV,Melissa Wilson,melissa.wilson86@gmail.com,ITALY,1,900,90.00,USA,09/30/2025
262,ON-LINE,TV,Rebecca White,rebecca.white18@proton.me,USA,2,900,0.00,ENGLAND,10/30/2025
263,IN-STORE,IPHONE,Anna Taylor,anna.taylor7@gmail.com,ENGLAND,2,1100,176.00,USA,12/22/2025
264,ON-LINE,COMPUTER,Elizabeth Stewart,elizabeth.stewart20@proton.me,ITALY,1,1400,70.00,USA,05/24/2025
265,IN-STORE,IPHONE,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,1100,0.00,CANADA,10/17/2025
266,IN-STORE,IPHONE,Melissa Roberts,melissa.roberts53@proton.me,MEXICO,3,1100,0.00,USA,11/24/2025
267,IN-STORE,WATCH,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,250,25.00,USA,08/23/2025
268,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,0.00,USA,03/26/2025
269,IN-STORE,COMPUTER,William Stewart,william.stewart37@yahoo.com,USA,1,1400,140.00,CANADA,12/08/2025
270,ON-LINE,COMPUTER,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,1,1400,70.00,CANADA,12/15/2025
271,IN-STORE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,1100,220.00,ENGLAND,02/04/2025
272,IN-STORE,COMPUTER,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,1400,42.00,CANADA,09/21/2025
273,IN-STORE,WATCH,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,250,40.00,USA,04/22/2025
274,IN-STORE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,33.00,USA,07/06/2025
275,ON-LINE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,3,250,60.00,USA,09/18/2025
276,ON-LINE,EBIKE,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,1,2200,110.00,USA,07/15/2025
277,ON-LINE,EBIKE,Christopher Phillips,christopher.phillips77@gmail.com,ITALY,1,2200,110.00,USA,10/21/2025
278,ON-LINE,WATCH,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,2,250,0.00,USA,01/25/2025
279,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,2,1400,140.00,CANADA,11/16/2025
280,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,2,900,144.00,USA,11/02/2025
281,IN-STORE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,2,1400,420.00,CANADA,06/28/2025
282,ON-LINE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,1,1400,0.00,ENGLAND,11/08/2025
283,ON-LINE,IPHONE,William Morris,william.morris43@gmail.com,USA,2,1100,0.00,USA,10/26/2025
284,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,0.00,USA,07/23/2025
285,ON-LINE,EBIKE,Megan Wilson,megan.wilson17@outlook.com,CANADA,2,2200,440.00,ENGLAND,04/25/2025
286,ON-LINE,EBIKE,James Jones,james.jones8@yahoo.com,GERMANY,1,2200,66.00,ENGLAND,06/23/2025
287,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,35.00,CANADA,11/13/2025
288,IN-STORE,IPAD,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,1,700,35.00,USA,12/12/2025
289,ON-LINE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,2,1100,176.00,USA,12/21/2025
290,ON-LINE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,900,27.00,USA,05/09/2025
291,IN-STORE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,1100,0.00,CANADA,12/25/2025
292,ON-LINE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,105.00,ENGLAND,09/01/2025
293,ON-LINE,EBIKE,Rebecca White,rebecca.white18@proton.me,USA,2,2200,0.00,USA,12/29/2025
294,IN-STORE,COMPUTER,George Stewart,george.stewart40@yahoo.com,ENGLAND,3,1400,336.00,USA,08/10/2025
295,IN-STORE,WATCH,James Hill,james.hill3@gmail.com,CHINA,1,250,0.00,USA,02/19/2025
296,ON-LINE,TV,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,2,900,90.00,ENGLAND,08/05/2025
297,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,72.00,USA,06/13/2025
298,ON-LINE,TV,James Hill,james.hill3@gmail.com,CHINA,1,900,0.00,USA,01/21/2025
299,ON-LINE,COMPUTER,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,1400,0.00,CANADA,09/07/2025
300,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,0.00,ENGLAND,07/05/2025
301,ON-LINE,COMPUTER,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,2,1400,280.00,USA,12/01/2025
302,ON-LINE,COMPUTER,George Stewart,george.stewart40@yahoo.com,ENGLAND,1,1400,140.00,CANADA,06/02/2025
303,IN-STORE,COMPUTER,Kevin Moore,kevin.moore99@outlook.com,FRANCE,1,1400,210.00,CANADA,02/01/2025
304,ON-LINE,TV,Brian Campbell,brian.campbell56@proton.me,GERMANY,1,900,45.00,USA,11/25/2025
305,ON-LINE,TV,Cynthia Davis,cynthia.davis9@outlook.com,USA,1,900,90.00,USA,12/31/2025
306,ON-LINE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1100,55.00,CANADA,03/18/2025
307,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,3,900,81.00,ENGLAND,04/11/2025
308,ON-LINE,IPAD,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,1,700,0.00,CANADA,11/28/2025
309,IN-STORE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,176.00,USA,11/22/2025
310,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,110.00,ENGLAND,10/26/2025
311,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,3,1400,0.00,CANADA,03/29/2025
312,IN-STORE,COMPUTER,Barbara Cook,barbara.cook31@yahoo.com,GERMANY,2,1400,140.00,CANADA,02/15/2025
313,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,56.00,CANADA,12/22/2025
314,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,3,1100,396.00,USA,09/13/2025
315,IN-STORE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,2,2200,132.00,CANADA,11/08/2025
316,IN-STORE,IPHONE,Rebecca White,rebecca.white18@proton.me,USA,1,1100,0.00,USA,09/29/2025
317,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,110.00,ENGLAND,12/25/2025
318,IN-STORE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,0.00,CANADA,07/20/2025
319,ON-LINE,EBIKE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,2200,0.00,CANADA,10/26/2025
320,IN-STORE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,2,250,15.00,ENGLAND,12/31/2025
321,ON-LINE,COMPUTER,James Hill,james.hill3@gmail.com,CHINA,1,1400,70.00,USA,12/14/2025
322,ON-LINE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,66.00,ENGLAND,12/17/2025
323,ON-LINE,WATCH,Ryan Lee,ryan.lee10@gmail.com,ENGLAND,3,250,0.00,USA,11/13/2025
324,ON-LINE,WATCH,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,250,7.50,USA,07/26/2025
325,ON-LINE,COMPUTER,Kenneth Thomas,kenneth.thomas17@outlook.com,USA,1,1400,70.00,ENGLAND,04/25/2025
326,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,45.00,USA,12/07/2025
327,IN-STORE,IPAD,Rebecca White,rebecca.white18@proton.me,USA,2,700,0.00,USA,11/20/2025
328,IN-STORE,COMPUTER,Kenneth Thomas,kenneth.thomas17@outlook.com,USA,1,1400,0.00,USA,09/22/2025
329,ON-LINE,TV,Grace Martinez,grace.martinez78@yahoo.com,USA,3,900,135.00,CANADA,10/04/2025
330,IN-STORE,TV,Barbara Cook,barbara.cook31@yahoo.com,GERMANY,2,900,54.00,ENGLAND,04/27/2025
331,IN-STORE,EBIKE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,2200,0.00,ENGLAND,02/03/2025
332,IN-STORE,IPAD,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,2,700,70.00,ENGLAND,03/31/2025
333,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,33.00,USA,11/06/2025
334,IN-STORE,COMPUTER,Megan Davis,megan.davis49@gmail.com,ENGLAND,1,1400,0.00,CANADA,10/21/2025
335,IN-STORE,IPHONE,Rebecca White,rebecca.white18@proton.me,USA,1,1100,110.00,USA,05/29/2025
336,ON-LINE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,110.00,USA,11/16/2025
337,ON-LINE,EBIKE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,2200,0.00,USA,07/08/2025
338,ON-LINE,COMPUTER,Susan Garcia,susan.garcia46@outlook.com,CHINA,1,1400,210.00,USA,10/08/2025
339,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,110.00,ENGLAND,02/08/2025
340,ON-LINE,WATCH,Christopher Robinson,christopher.robinson82@proton.me,CHINA,6,250,150.00,USA,05/11/2025
341,IN-STORE,EBIKE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,2200,264.00,ENGLAND,10/19/2025
342,ON-LINE,IPAD,Kenneth Thomas,kenneth.thomas17@outlook.com,USA,1,700,0.00,USA,01/02/2025
343,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,3,1100,0.00,USA,04/23/2025
344,IN-STORE,IPAD,Barbara Cook,barbara.cook31@yahoo.com,GERMANY,1,700,70.00,CANADA,04/04/2025
345,IN-STORE,EBIKE,Linda Sanchez,linda.sanchez14@yahoo.com,GERMANY,2,2200,132.00,USA,03/10/2025
346,IN-STORE,IPHONE,Thomas Green,thomas.green21@icloud.com,ENGLAND,2,1100,330.00,USA,07/23/2025
347,ON-LINE,EBIKE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,2200,176.00,CANADA,04/10/2025
348,IN-STORE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,900,270.00,CANADA,12/25/2025
349,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,4,1100,220.00,USA,10/30/2025
350,IN-STORE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,900,72.00,CANADA,12/27/2025
351,IN-STORE,IPAD,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,1,700,70.00,USA,02/09/2025
352,IN-STORE,TV,Ashley Moore,ashley.moore90@gmail.com,USA,1,900,27.00,USA,08/29/2025
353,ON-LINE,TV,Ryan Jackson,ryan.jackson94@proton.me,CANADA,3,900,135.00,CANADA,11/06/2025
354,IN-STORE,TV,Kevin Moore,kevin.moore99@outlook.com,FRANCE,1,900,27.00,USA,07/29/2025
355,ON-LINE,IPHONE,William Morris,william.morris43@gmail.com,USA,1,1100,88.00,CANADA,10/16/2025
356,ON-LINE,IPHONE,Rebecca White,rebecca.white18@proton.me,USA,1,1100,33.00,USA,07/07/2025
357,ON-LINE,EBIKE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,2200,110.00,USA,03/13/2025
358,IN-STORE,TV,Linda Thomas,linda.thomas11@gmail.com,FRANCE,1,900,45.00,USA,11/20/2025
359,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,4,1400,168.00,USA,03/26/2025
360,IN-STORE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1100,0.00,USA,12/12/2025
361,IN-STORE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,4,250,80.00,CANADA,04/23/2025
362,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,4,1400,168.00,CANADA,10/27/2025
363,ON-LINE,EBIKE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,2,2200,0.00,CANADA,05/10/2025
364,ON-LINE,IPHONE,Barbara Nguyen,barbara.nguyen4@gmail.com,CANADA,3,1100,0.00,ENGLAND,11/20/2025
365,ON-LINE,WATCH,Linda Brown,linda.brown65@proton.me,MEXICO,1,250,7.50,USA,05/02/2025
366,ON-LINE,WATCH,Cynthia Davis,cynthia.davis9@outlook.com,USA,3,250,60.00,ENGLAND,06/30/2025
367,ON-LINE,TV,Barbara Cook,barbara.cook31@yahoo.com,GERMANY,1,900,90.00,ENGLAND,09/30/2025
368,ON-LINE,IPHONE,Melissa Wilson,melissa.wilson86@gmail.com,ITALY,1,1100,55.00,USA,04/19/2025
369,IN-STORE,TV,Anna Turner,anna.turner98@proton.me,USA,2,900,54.00,CANADA,12/29/2025
370,ON-LINE,WATCH,Rebecca White,rebecca.white18@proton.me,USA,3,250,37.50,USA,06/05/2025
371,IN-STORE,WATCH,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,5,250,150.00,CANADA,02/16/2025
372,ON-LINE,TV,Kimberly Allen,kimberly.allen65@gmail.com,GERMANY,1,900,72.00,USA,09/23/2025
373,IN-STORE,COMPUTER,Hannah Taylor,hannah.taylor77@icloud.com,USA,2,1400,84.00,CANADA,07/24/2025
374,IN-STORE,COMPUTER,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,2,1400,84.00,CANADA,11/28/2025
375,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,2,700,140.00,USA,11/17/2025
376,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,2,1400,84.00,USA,09/30/2025
377,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,42.00,ENGLAND,11/08/2025
378,ON-LINE,TV,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,900,0.00,USA,04/29/2025
379,IN-STORE,TV,Margaret Anderson,margaret.anderson4@proton.me,CANADA,1,900,90.00,ENGLAND,11/07/2025
380,IN-STORE,IPHONE,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,1,1100,88.00,USA,11/25/2025
381,IN-STORE,TV,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,2,900,54.00,USA,10/31/2025
382,IN-STORE,IPHONE,Elizabeth Stewart,elizabeth.stewart20@proton.me,ITALY,1,1100,33.00,USA,06/15/2025
383,ON-LINE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1100,33.00,ENGLAND,12/27/2025
384,IN-STORE,IPHONE,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,1,1100,33.00,USA,12/21/2025
385,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,264.00,USA,09/08/2025
386,ON-LINE,IPAD,Barbara Cook,barbara.cook31@yahoo.com,GERMANY,2,700,70.00,CANADA,11/21/2025
387,IN-STORE,EBIKE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,2200,0.00,CANADA,12/27/2025
388,ON-LINE,COMPUTER,Ashley Moore,ashley.moore90@gmail.com,USA,2,1400,84.00,ENGLAND,11/17/2025
389,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,110.00,USA,11/24/2025
390,ON-LINE,COMPUTER,Anna Taylor,anna.taylor7@gmail.com,ENGLAND,1,1400,140.00,USA,07/24/2025
391,IN-STORE,IPAD,Rebecca White,rebecca.white18@proton.me,USA,1,700,70.00,USA,03/02/2025
392,IN-STORE,EBIKE,Megan Wilson,megan.wilson17@outlook.com,CANADA,2,2200,220.00,USA,12/13/2025
393,IN-STORE,IPAD,Rebecca White,rebecca.white18@proton.me,USA,4,700,336.00,USA,12/29/2025
394,ON-LINE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,2,1400,84.00,USA,11/06/2025
395,IN-STORE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,4,250,80.00,CANADA,04/26/2025
396,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,55.00,ENGLAND,08/02/2025
397,ON-LINE,EBIKE,William Morris,william.morris43@gmail.com,USA,1,2200,110.00,USA,01/01/2025
398,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,0.00,USA,10/06/2025
399,ON-LINE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,330.00,USA,08/22/2025
400,IN-STORE,EBIKE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,2200,0.00,ENGLAND,12/13/2025
401,IN-STORE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,176.00,USA,03/23/2025
402,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,0.00,USA,12/22/2025
403,IN-STORE,TV,Kenneth Thomas,kenneth.thomas17@outlook.com,USA,1,900,0.00,USA,06/23/2025
404,IN-STORE,IPHONE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,2,1100,176.00,CANADA,06/20/2025
405,ON-LINE,IPAD,Rebecca White,rebecca.white18@proton.me,USA,2,700,0.00,USA,11/16/2025
406,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,70.00,CANADA,06/02/2025
407,ON-LINE,IPHONE,Megan Davis,megan.davis49@gmail.com,ENGLAND,1,1100,110.00,USA,03/04/2025
408,IN-STORE,TV,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,1,900,72.00,CANADA,03/09/2025
409,IN-STORE,EBIKE,Rebecca White,rebecca.white18@proton.me,USA,1,2200,0.00,ENGLAND,12/28/2025
410,ON-LINE,COMPUTER,Barbara Cook,barbara.cook31@yahoo.com,GERMANY,1,1400,0.00,CANADA,02/28/2025
411,ON-LINE,COMPUTER,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,4,1400,560.00,USA,11/12/2025
412,ON-LINE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,2,250,15.00,USA,12/26/2025
413,IN-STORE,TV,George Ramirez,george.ramirez86@outlook.com,USA,2,900,54.00,ENGLAND,12/04/2025
414,ON-LINE,IPAD,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,700,70.00,USA,07/01/2025
415,ON-LINE,IPHONE,Susan Stewart,susan.stewart15@gmail.com,USA,1,1100,0.00,USA,12/15/2025
416,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,2,1400,0.00,CANADA,10/19/2025
417,ON-LINE,IPAD,Ryan Flores,ryan.flores13@gmail.com,ENGLAND,2,700,0.00,CANADA,08/24/2025
418,IN-STORE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,1100,0.00,CANADA,12/02/2025
419,ON-LINE,IPHONE,Brian Campbell,brian.campbell56@proton.me,GERMANY,1,1100,0.00,USA,11/11/2025
420,IN-STORE,TV,Timothy Johnson,timothy.johnson43@icloud.com,USA,2,900,90.00,USA,05/15/2025
421,ON-LINE,TV,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,900,0.00,ENGLAND,11/01/2025
422,IN-STORE,IPHONE,Rebecca White,rebecca.white18@proton.me,USA,1,1100,132.00,CANADA,10/10/2025
423,ON-LINE,IPHONE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,1100,55.00,ENGLAND,11/28/2025
424,ON-LINE,IPHONE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,2,1100,176.00,CANADA,03/25/2025
425,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,2,1400,0.00,USA,08/04/2025
426,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,2,900,0.00,USA,10/07/2025
427,ON-LINE,COMPUTER,Margaret Adams,margaret.adams83@icloud.com,CANADA,1,1400,168.00,USA,11/02/2025
428,ON-LINE,IPHONE,Linda Thomas,linda.thomas11@gmail.com,FRANCE,1,1100,165.00,CANADA,12/05/2025
429,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,132.00,CANADA,12/25/2025
430,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,33.00,USA,10/29/2025
431,ON-LINE,WATCH,Susan Stewart,susan.stewart15@gmail.com,USA,3,250,112.50,USA,08/11/2025
432,IN-STORE,TV,Rebecca White,rebecca.white18@proton.me,USA,2,900,90.00,CANADA,06/23/2025
433,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,33.00,USA,11/22/2025
434,ON-LINE,EBIKE,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,2,2200,352.00,USA,11/11/2025
435,ON-LINE,IPHONE,Anna Taylor,anna.taylor7@gmail.com,ENGLAND,3,1100,330.00,CANADA,11/29/2025
436,ON-LINE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,700,0.00,USA,04/22/2025
437,ON-LINE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,2,700,0.00,USA,02/26/2025
438,ON-LINE,TV,James Hill,james.hill3@gmail.com,CHINA,1,900,0.00,ENGLAND,11/28/2025
439,ON-LINE,WATCH,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,4,250,120.00,CANADA,11/02/2025
440,ON-LINE,EBIKE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,2200,0.00,CANADA,01/09/2025
441,IN-STORE,IPAD,Joshua Parker,joshua.parker78@yahoo.com,ITALY,1,700,56.00,CANADA,11/12/2025
442,ON-LINE,IPHONE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,4,1100,0.00,USA,04/22/2025
443,IN-STORE,IPHONE,Timothy Young,timothy.young52@gmail.com,CANADA,1,1100,55.00,USA,06/06/2025
444,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,112.00,USA,07/02/2025
445,IN-STORE,IPAD,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,2,700,42.00,CANADA,02/23/2025
446,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,42.00,USA,10/03/2025
447,IN-STORE,IPHONE,George Ramirez,george.ramirez86@outlook.com,USA,1,1100,165.00,ENGLAND,10/16/2025
448,IN-STORE,EBIKE,Grace Martinez,grace.martinez78@yahoo.com,USA,1,2200,264.00,USA,12/20/2025
449,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,45.00,CANADA,03/09/2025
450,ON-LINE,EBIKE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,2200,0.00,ENGLAND,09/02/2025
451,IN-STORE,COMPUTER,George Stewart,george.stewart40@yahoo.com,ENGLAND,1,1400,0.00,ENGLAND,11/18/2025
452,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,3,1100,330.00,USA,03/18/2025
453,IN-STORE,IPHONE,Amy Thomas,amy.thomas53@yahoo.com,GERMANY,2,1100,110.00,USA,11/01/2025
454,IN-STORE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,900,216.00,CANADA,10/08/2025
455,IN-STORE,WATCH,Rebecca White,rebecca.white18@proton.me,USA,2,250,40.00,USA,03/01/2025
456,ON-LINE,IPHONE,Jason Perez,jason.perez28@outlook.com,USA,2,1100,0.00,USA,12/04/2025
457,IN-STORE,IPHONE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,3,1100,165.00,USA,11/01/2025
