sale_id,sale_type,sales_channel,product_name,product_category,product_brand,customer_name,customer_email,customer_country,customer_city,customer_gender,customer_segment,quantity,unit_price,cost_price,discount,store_location,store_region,store_manager,sale_date,order_timestamp,delivery_date,order_status
3342,ON-LINE,WEB,BIKE,MOBILITY,Trek,Francesca Collins,francesca.collins40@icloud.com,CHINA,Shanghai,OTHER,REGULAR,2,420.0,322.36,42.0,CANADA,WEST,Emily Chen,10/16/2016,2016-10-16 20:33:25,2016-10-20,COMPLETED
3343,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,Daniela Muller,daniela.muller40@proton.me,INDIA,Mumbai,MALE,PREMIUM,1,2675.0,1909.54,133.75,USA,WEST,Linda Parker,02/19/2015,2015-02-19 17:51:05,2015-02-25,COMPLETED
3344,ON-LINE,WEB,HELMET,ACCESSORY,Specialized,Francesca Morris,francesca.morris25@icloud.com,ENGLAND,Manchester,MALE,REGULAR,1,78.0,60.59,7.8,USA,WEST,Jay Smith,2015-07-10,2015-07-10 20:27:45,2015-07-12,COMPLETED
3345,ON-LINE,MOBILE_APP,IPAD,TABLET,Apple,Camila Lewis,camila.lewis51@yahoo.com,CANADA,Vancouver,MALE,REGULAR,2,744.0,569.22,0.0,USA,EAST,Jay Smith,2016-01-09,2016-01-09 10:33:13,2016-01-12,COMPLETED
3346,IN-STORE,STORE,COMPUTER,COMPUTERS,Lenovo,Evelyn Lee,evelyn.lee38@yahoo.com,FRANCE,Lyon,FEMALE,REGULAR,2,1126.0,824.16,112.6,USA,WEST,Linda Parker,12/18/2017,2017-12-18 19:57:56,2017-12-18,COMPLETED
3347,ON-LINE,WEB,IPHONE,MOBILE,Apple,Camila Collins,camila.collins49@yahoo.com,CANADA,Toronto,MALE,REGULAR,1,817.0,531.68,0.0,USA,EAST,Jay Smith,07/08/2016,2016-07-08 13:16:23,2016-07-16,COMPLETED
3348,IN-STORE,STORE,MACBOOK,COMPUTERS,Apple,Daniela Muller,daniela.muller40@proton.me,INDIA,Mumbai,MALE,PREMIUM,1,2001.0,1330.85,0.0,CHINA,SOUTH,Li Chen,11/15/2015,2015-11-15 16:07:34,2015-11-15,COMPLETED
3349,ON-LINE,WEB,TV,ELECTRONICS,Sony,Marco Anderson,marco.anderson6@proton.me,GERMANY,Hamburg,FEMALE,REGULAR,1,796.0,559.18,0.0,USA,EAST,Linda Parker,2017-08-01,2017-08-01 11:18:53,2017-08-08,COMPLETED
3350,IN-STORE,STORE,TV,ELECTRONICS,Sony,Rahul Davis,rahul.davis98@proton.me,USA,San Jose,FEMALE,REGULAR,1,874.0,659.95,0.0,CANADA,WEST,Emily Chen,05/26/2017,2017-05-26 12:35:27,2017-05-31,COMPLETED
3351,ON-LINE,WEB,IPAD,TABLET,Apple,Li Mitchell,li.mitchell58@gmail.com,ENGLAND,Manchester,FEMALE,REGULAR,4,914.0,716.14,0.0,USA,EAST,Linda Parker,07/02/2016,2016-07-02 19:55:58,2016-07-11,COMPLETED
3352,ON-LINE,WEB,BIKE,MOBILITY,Giant,Lucas Morris,lucas.morris59@icloud.com,FRANCE,Paris,FEMALE,REGULAR,1,545.0,328.84,54.5,USA,WEST,Linda Parker,2017-12-29,2017-12-29 10:25:34,2017-12-30,COMPLETED
3353,ON-LINE,MOBILE_APP,HELMET,ACCESSORY,Giro,George Taylor,george.taylor81@icloud.com,CHINA,Shenzhen,FEMALE,REGULAR,3,63.0,40.75,0.0,CANADA,CENTRAL,Emily Chen,2015-09-21,2015-09-21 17:12:19,2015-09-22,COMPLETED
3354,IN-STORE,STORE,IPHONE,MOBILE,Apple,Aria Muller,aria.muller21@outlook.com,INDIA,Mumbai,MALE,REGULAR,1,1041.0,803.71,156.15,CHINA,SOUTH,Wei Zhang,2017-04-02,2017-04-02 16:43:33,2017-04-02,COMPLETED
3355,ON-LINE,WEB,SCOOTER,MOBILITY,Xiaomi,Daniela Jackson,daniela.jackson41@outlook.com,CHINA,Shenzhen,MALE,REGULAR,2,562.0,413.49,0.0,ENGLAND,NORTH,Oliver Reed,04/12/2015,2015-04-12 20:18:05,2015-04-12,COMPLETED
3356,ON-LINE,WEB,IPAD,TABLET,Apple,Karl Dubois,karl.dubois20@yahoo.com,GERMANY,Berlin,MALE,REGULAR,1,1125.0,844.77,112.5,CANADA,CENTRAL,Emily Chen,2015-06-29,2015-06-29 16:16:05,2015-07-02,COMPLETED
3357,ON-LINE,MOBILE_APP,EBIKE,MOBILITY,Trek,Marco Dubois,marco.dubois1@gmail.com,MEXICO,Guadalajara,MALE,REGULAR,2,1521.0,1157.37,152.1,CANADA,WEST,Noah Bennett,2016-11-15,2016-11-15 12:50:44,2016-11-22,COMPLETED
3358,IN-STORE,STORE,MACBOOK,COMPUTERS,Apple,Sara Sharma,sara.sharma17@gmail.com,CHINA,Shanghai,FEMALE,REGULAR,1,1345.0,865.96,134.5,CHINA,SOUTH,Wei Zhang,05/14/2015,2015-05-14 14:13:38,2015-05-20,COMPLETED
3359,IN-STORE,STORE,MACBOOK,COMPUTERS,Apple,Francesca Williams,francesca.williams43@outlook.com,USA,Chicago,MALE,REGULAR,1,1233.0,811.64,123.3,ENGLAND,SOUTH,Grace Turner,04/19/2017,2017-04-19 14:36:47,2017-04-25,COMPLETED
3360,ON-LINE,MOBILE_APP,BIKE,MOBILITY,Giant,Hans Martin,hans.martin76@yahoo.com,CANADA,Vancouver,FEMALE,STUDENT,1,756.0,527.96,37.8,USA,WEST,Jay Smith,10/09/2016,2016-10-09 14:56:30,2016-10-12,COMPLETED
3361,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,Abigail Thomas,abigail.thomas18@gmail.com,USA,San Jose,MALE,REGULAR,3,1511.0,958.48,0.0,CHINA,SOUTH,Li Chen,2015-09-25,2015-09-25 09:28:29,2015-10-04,RETURNED
3362,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Liam Garcia,liam.garcia38@gmail.com,USA,San Jose,MALE,REGULAR,1,1537.0,1031.98,0.0,USA,EAST,Linda Parker,2016-08-21,2016-08-21 16:37:35,2016-08-21,COMPLETED
3363,ON-LINE,WEB,COMPUTER,COMPUTERS,Dell,Lucas King,lucas.king75@yahoo.com,CHINA,Shenzhen,MALE,REGULAR,3,1593.0,1216.93,0.0,CHINA,SOUTH,Li Chen,2017-08-06,2017-08-06 18:05:37,2017-08-14,COMPLETED
3364,ON-LINE,MOBILE_APP,EBIKE,MOBILITY,Giant,Charlotte Khan,charlotte.khan23@icloud.com,USA,New York,OTHER,PREMIUM,1,1339.0,887.44,133.9,CANADA,CENTRAL,Emily Chen,11/23/2017,2017-11-23 17:06:52,2017-12-02,COMPLETED
3365,IN-STORE,STORE,COMPUTER,COMPUTERS,Dell,Victoria Moore,victoria.moore68@outlook.com,INDIA,Mumbai,FEMALE,STUDENT,1,1714.0,1298.74,0.0,CANADA,CENTRAL,Emily Chen,10/01/2017,2017-10-01 10:28:59,2017-10-07,COMPLETED
3366,IN-STORE,STORE,IPHONE,MOBILE,Apple,Samuel Schmidt,samuel.schmidt67@icloud.com,CHINA,Shenzhen,MALE,REGULAR,1,1137.0,740.17,0.0,USA,WEST,Linda Parker,06/03/2017,2017-06-03 14:11:42,2017-06-09,COMPLETED
3367,ON-LINE,WEB,TV,ELECTRONICS,Sony,Anna Martin,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,1,610.0,416.12,0.0,ENGLAND,NORTH,Grace Turner,11/17/2016,2016-11-17 10:32:45,2016-11-19,COMPLETED
3368,ON-LINE,WEB,TV,ELECTRONICS,LG,Aria Parker,aria.parker51@gmail.com,USA,New York,MALE,REGULAR,2,565.0,408.35,0.0,CHINA,SOUTH,Wei Zhang,2015-11-04,2015-11-04 12:48:40,2015-11-10,COMPLETED
3369,IN-STORE,STORE,SCOOTER,MOBILITY,Xiaomi,Karl Walker,karl.walker69@proton.me,FRANCE,Paris,MALE,PREMIUM,1,207.0,153.41,20.7,ENGLAND,NORTH,Grace Turner,2017-11-23,2017-11-23 13:52:30,2017-11-28,COMPLETED
3370,ON-LINE,WEB,IPHONE,MOBILE,Apple,Li Mitchell,li.mitchell58@gmail.com,ENGLAND,Manchester,FEMALE,REGULAR,1,831.0,648.3,41.55,CANADA,CENTRAL,Noah Bennett,2016-02-16,2016-02-16 09:07:43,2016-02-19,COMPLETED
3371,IN-STORE,STORE,SCOOTER,MOBILITY,Xiaomi,Logan Turner,logan.turner94@icloud.com,FRANCE,Lyon,OTHER,REGULAR,1,351.0,256.23,0.0,USA,EAST,Linda Parker,2016-05-08,2016-05-08 16:59:25,2016-05-14,COMPLETED
3372,IN-STORE,STORE,IPHONE,MOBILE,Apple,Mason Weber,mason.weber56@gmail.com,INDIA,Mumbai,MALE,PREMIUM,2,923.0,655.38,0.0,USA,EAST,Linda Parker,09/17/2017,2017-09-17 14:34:13,2017-09-17,COMPLETED
3373,ON-LINE,MOBILE_APP,MACBOOK,COMPUTERS,Apple,Daniela Jackson,daniela.jackson41@outlook.com,CHINA,Shenzhen,MALE,REGULAR,1,2081.0,1294.14,104.05,ENGLAND,SOUTH,Grace Turner,03/06/2015,2015-03-06 14:32:37,2015-03-13,COMPLETED
3374,IN-STORE,STORE,COMPUTER,COMPUTERS,Lenovo,Harper Muller,harper.muller72@outlook.com,MEXICO,Guadalajara,FEMALE,REGULAR,1,1363.0,917.53,0.0,ENGLAND,SOUTH,Grace Turner,11/09/2016,2016-11-09 17:45:29,2016-11-17,COMPLETED
3375,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,Luca Taylor,luca.taylor78@proton.me,INDIA,Bengaluru,FEMALE,REGULAR,2,992.0,603.31,297.6,USA,EAST,Jay Smith,09/08/2016,2016-09-08 17:09:56,2016-09-09,COMPLETED
3376,IN-STORE,STORE,IPAD,TABLET,Apple,Emma Morris,emma.morris86@icloud.com,USA,Chicago,MALE,REGULAR,1,593.0,384.57,59.3,CHINA,SOUTH,Li Chen,2016-12-31,2016-12-31 15:46:59,2017-01-03,RETURNED
3377,ON-LINE,WEB,TV,ELECTRONICS,LG,Harper Phillips,harper.phillips65@outlook.com,CANADA,Vancouver,MALE,REGULAR,1,871.0,693.85,0.0,USA,WEST,Linda Parker,2015-05-01,2015-05-01 21:55:47,2015-05-07,COMPLETED
3378,IN-STORE,STORE,COMPUTER,COMPUTERS,Dell,Olivia Jones,olivia.jones53@gmail.com,USA,New York,FEMALE,STUDENT,1,996.0,665.37,49.8,ENGLAND,SOUTH,Oliver Reed,2015-12-16,2015-12-16 12:29:19,2015-12-19,COMPLETED
3379,ON-LINE,WEB,IPHONE,MOBILE,Apple,John Lopez,john.lopez25@proton.me,CHINA,Beijing,FEMALE,REGULAR,1,1463.0,998.86,73.15,CHINA,EAST,Li Chen,12/07/2017,2017-12-07 08:03:14,2017-12-07,COMPLETED
3380,ON-LINE,WEB,IPAD,TABLET,Apple,Harry Lopez,harry.lopez63@outlook.com,GERMANY,Hamburg,MALE,REGULAR,1,1174.0,899.74,117.4,ENGLAND,SOUTH,Oliver Reed,10/31/2015,2015-10-31 21:33:38,2015-11-02,COMPLETED
3381,ON-LINE,WEB,EBIKE,MOBILITY,Trek,Sara Sharma,sara.sharma17@gmail.com,CHINA,Shanghai,FEMALE,REGULAR,1,1626.0,1196.1,0.0,CHINA,SOUTH,Li Chen,2017-10-15,2017-10-15 08:52:13,2017-10-23,COMPLETED
3382,ON-LINE,WEB,IPAD,TABLET,Apple,Amelia Rossi,amelia.rossi28@outlook.com,ITALY,Rome,OTHER,PREMIUM,1,770.0,545.18,0.0,USA,EAST,Linda Parker,2015-05-22,2015-05-22 13:14:24,2015-05-29,COMPLETED
3383,IN-STORE,STORE,IPHONE,MOBILE,Apple,David Morris,david.morris55@gmail.com,ENGLAND,Manchester,OTHER,PREMIUM,1,1346.0,836.4,0.0,CHINA,EAST,Li Chen,2015-05-14,2015-05-14 18:15:03,2015-05-19,RETURNED
3384,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Bose,Elena Ferrari,elena.ferrari88@proton.me,ENGLAND,London,FEMALE,REGULAR,3,80.0,60.19,12.0,CHINA,SOUTH,Li Chen,09/24/2017,2017-09-24 18:09:10,2017-09-29,COMPLETED
3385,ON-LINE,MOBILE_APP,IPAD,TABLET,Apple,Lucia Sharma,lucia.sharma22@icloud.com,FRANCE,Lyon,MALE,PREMIUM,2,438.0,338.66,87.6,CHINA,SOUTH,Li Chen,2016-05-09,2016-05-09 19:01:02,2016-05-10,COMPLETED
3386,IN-STORE,STORE,WATCH,WEARABLE,Samsung,Hannah Liu,hannah.liu4@gmail.com,GERMANY,Berlin,FEMALE,PREMIUM,4,342.0,258.99,0.0,CANADA,WEST,Noah Bennett,2016-05-29,2016-05-29 13:00:39,2016-06-04,COMPLETED
3387,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,Matthew Phillips,matthew.phillips68@proton.me,GERMANY,Berlin,MALE,REGULAR,1,1291.0,903.64,129.1,CHINA,EAST,Wei Zhang,11/27/2016,2016-11-27 20:02:11,2016-11-28,COMPLETED
3388,ON-LINE,WEB,TV,ELECTRONICS,LG,Giulia Jackson,giulia.jackson25@proton.me,ENGLAND,Manchester,FEMALE,PREMIUM,1,1831.0,1251.86,183.1,CHINA,EAST,Wei Zhang,12/15/2015,2015-12-15 12:45:08,2015-12-16,COMPLETED
3389,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Apple,Anna Martin,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,3,66.0,42.41,0.0,ENGLAND,SOUTH,Oliver Reed,2015-02-11,2015-02-11 17:42:03,2015-02-19,COMPLETED
3390,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Rahul Lewis,rahul.lewis82@icloud.com,ENGLAND,London,MALE,REGULAR,1,1395.0,1056.44,69.75,CHINA,SOUTH,Wei Zhang,2015-11-02,2015-11-02 21:38:22,2015-11-10,COMPLETED
3391,ON-LINE,WEB,SCOOTER,MOBILITY,Razor,Owen Harris,owen.harris26@yahoo.com,CANADA,Toronto,MALE,REGULAR,2,390.0,239.05,39.0,CANADA,CENTRAL,Emily Chen,2017-10-20,2017-10-20 20:48:25,2017-10-29,COMPLETED
3392,IN-STORE,STORE,IPHONE,MOBILE,Apple,Sara Lewis,sara.lewis76@yahoo.com,CHINA,Shenzhen,MALE,REGULAR,3,1075.0,680.46,322.5,ENGLAND,NORTH,Grace Turner,05/16/2016,2016-05-16 14:51:46,2016-05-21,COMPLETED
3393,ON-LINE,WEB,BIKE,MOBILITY,Giant,Logan Moreau,logan.moreau42@gmail.com,CANADA,Toronto,MALE,REGULAR,2,596.0,469.41,0.0,CANADA,CENTRAL,Emily Chen,2015-07-10,2015-07-10 11:38:57,2015-07-14,COMPLETED
3394,IN-STORE,STORE,IPAD,TABLET,Apple,Rahul Lewis,rahul.lewis82@icloud.com,ENGLAND,London,MALE,REGULAR,1,869.0,545.38,86.9,CHINA,SOUTH,Li Chen,2015-11-03,2015-11-03 10:53:33,2015-11-10,COMPLETED
3395,IN-STORE,STORE,IPHONE,MOBILE,Apple,Ethan Phillips,ethan.phillips38@gmail.com,CANADA,Vancouver,MALE,REGULAR,2,1108.0,723.02,0.0,CHINA,EAST,Wei Zhang,2016-11-29,2016-11-29 09:58:49,2016-12-06,COMPLETED
3396,ON-LINE,WEB,SCOOTER,MOBILITY,Segway,Miguel Clark,miguel.clark39@outlook.com,CHINA,Beijing,FEMALE,REGULAR,2,749.0,562.48,0.0,USA,EAST,Linda Parker,2015-09-04,2015-09-04 14:39:34,2015-09-11,RETURNED
3397,ON-LINE,WEB,EBIKE,MOBILITY,Specialized,Francesca Gonzalez,francesca.gonzalez69@icloud.com,CHINA,Shenzhen,FEMALE,REGULAR,3,2123.0,1410.15,318.45,USA,WEST,Jay Smith,2017-01-22,2017-01-22 17:34:26,2017-01-23,COMPLETED
3398,IN-STORE,STORE,IPHONE,MOBILE,Apple,Anna Martin,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,1,1337.0,978.73,0.0,USA,WEST,Jay Smith,02/22/2016,2016-02-22 13:22:39,2016-03-01,COMPLETED
3399,IN-STORE,STORE,BIKE,MOBILITY,Cannondale,Lucas Roberts,lucas.roberts21@gmail.com,FRANCE,Paris,FEMALE,REGULAR,2,790.0,565.39,0.0,USA,WEST,Jay Smith,07/19/2017,2017-07-19 19:59:08,2017-07-23,COMPLETED
3400,IN-STORE,STORE,TV,ELECTRONICS,Sony,Amir Perez,amir.perez69@outlook.com,ENGLAND,Manchester,FEMALE,REGULAR,1,1557.0,981.05,233.55,CHINA,EAST,Wei Zhang,2015-07-20,2015-07-20 17:07:28,2015-07-28,COMPLETED
3401,ON-LINE,WEB,COMPUTER,COMPUTERS,HP,Charlotte Wilson,charlotte.wilson23@yahoo.com,CHINA,Shenzhen,FEMALE,PREMIUM,1,1295.0,927.33,0.0,USA,WEST,Linda Parker,2015-08-30,2015-08-30 16:09:57,2015-09-01,COMPLETED
3402,IN-STORE,STORE,IPHONE,MOBILE,Apple,Sara Sharma,sara.sharma17@gmail.com,CHINA,Shanghai,FEMALE,REGULAR,1,1256.0,897.75,0.0,CANADA,WEST,Noah Bennett,10/13/2016,2016-10-13 18:34:21,2016-10-21,COMPLETED
3403,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Luca Taylor,luca.taylor78@proton.me,INDIA,Bengaluru,FEMALE,REGULAR,1,851.0,653.64,42.55,USA,WEST,Linda Parker,11/03/2017,2017-11-03 19:55:27,2017-11-06,COMPLETED
3404,IN-STORE,STORE,WATCH,WEARABLE,Samsung,Logan Phillips,logan.phillips84@outlook.com,GERMANY,Munich,OTHER,PREMIUM,2,791.0,488.18,237.3,CANADA,CENTRAL,Noah Bennett,2017-06-23,2017-06-23 15:37:38,2017-07-01,COMPLETED
3405,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Sony,Marco Dubois,marco.dubois1@gmail.com,MEXICO,Guadalajara,MALE,REGULAR,1,115.0,86.07,0.0,CHINA,EAST,Wei Zhang,02/02/2016,2016-02-02 11:12:08,2016-02-07,COMPLETED
3406,IN-STORE,STORE,BIKE,MOBILITY,Trek,Ananya Phillips,ananya.phillips94@gmail.com,INDIA,Delhi,FEMALE,REGULAR,1,1098.0,788.23,0.0,USA,EAST,Linda Parker,2016-06-24,2016-06-24 11:08:13,2016-07-03,COMPLETED
3407,IN-STORE,STORE,IPAD,TABLET,Apple,Oliver Stewart,oliver.stewart84@proton.me,ENGLAND,London,MALE,PREMIUM,1,1141.0,771.67,0.0,CHINA,SOUTH,Li Chen,2017-03-06,2017-03-06 08:28:53,2017-03-06,COMPLETED
3408,ON-LINE,WEB,IPHONE,MOBILE,Apple,Olivia Harris,olivia.harris70@icloud.com,ITALY,Rome,FEMALE,STUDENT,1,1458.0,955.39,145.8,CANADA,WEST,Noah Bennett,2015-05-12,2015-05-12 16:27:06,2015-05-14,COMPLETED
3409,ON-LINE,WEB,IPHONE,MOBILE,Apple,George Taylor,george.taylor81@icloud.com,CHINA,Shenzhen,FEMALE,REGULAR,2,911.0,589.05,0.0,CHINA,SOUTH,Li Chen,12/17/2015,2015-12-17 12:50:52,2015-12-23,COMPLETED
3410,ON-LINE,WEB,IPAD,TABLET,Apple,Evelyn Lee,evelyn.lee38@yahoo.com,FRANCE,Lyon,FEMALE,REGULAR,3,799.0,580.07,0.0,ENGLAND,SOUTH,Oliver Reed,2016-02-11,2016-02-11 09:09:14,2016-02-11,COMPLETED
3411,ON-LINE,WEB,BIKE,MOBILITY,Giant,Owen Turner,owen.turner33@yahoo.com,ENGLAND,London,MALE,REGULAR,2,856.0,566.21,0.0,CHINA,EAST,Wei Zhang,04/12/2017,2017-04-12 11:00:37,2017-04-15,COMPLETED
3412,ON-LINE,MOBILE_APP,WATCH,WEARABLE,Garmin,Oliver Anderson,oliver.anderson60@yahoo.com,USA,San Jose,FEMALE,PREMIUM,1,446.0,335.11,22.3,USA,EAST,Linda Parker,11/21/2015,2015-11-21 11:11:25,2015-11-27,COMPLETED
3413,ON-LINE,WEB,IPHONE,MOBILE,Apple,Hannah Liu,hannah.liu4@gmail.com,GERMANY,Berlin,FEMALE,PREMIUM,1,1373.0,995.73,68.65,CHINA,EAST,Li Chen,2015-03-10,2015-03-10 18:07:41,2015-03-10,COMPLETED
3414,IN-STORE,STORE,IPAD,TABLET,Apple,Ella Dubois,ella.dubois81@yahoo.com,CHINA,Beijing,MALE,REGULAR,3,696.0,503.09,104.4,CANADA,WEST,Noah Bennett,2016-11-25,2016-11-25 16:23:49,2016-11-25,COMPLETED
3415,ON-LINE,WEB,HELMET,ACCESSORY,Specialized,George Taylor,george.taylor81@icloud.com,CHINA,Shenzhen,FEMALE,REGULAR,2,68.0,47.7,6.8,USA,EAST,Jay Smith,08/24/2017,2017-08-24 14:08:53,2017-08-28,COMPLETED
3416,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,Giulia Weber,giulia.weber52@gmail.com,GERMANY,Munich,MALE,REGULAR,1,1490.0,1091.72,149.0,CANADA,WEST,Emily Chen,10/04/2015,2015-10-04 13:34:02,2015-10-08,COMPLETED
3417,ON-LINE,WEB,HEADPHONES,AUDIO,Bose,Sophia Thompson,sophia.thompson54@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,1,232.0,144.23,46.4,CHINA,SOUTH,Wei Zhang,2017-03-11,2017-03-11 21:42:27,2017-03-14,COMPLETED
3418,IN-STORE,STORE,TV,ELECTRONICS,LG,John Baker,john.baker79@outlook.com,GERMANY,Hamburg,MALE,STUDENT,1,670.0,456.49,0.0,USA,WEST,Jay Smith,11/01/2015,2015-11-01 18:09:25,2015-11-06,COMPLETED
3419,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,Marco Green,marco.green16@yahoo.com,USA,San Jose,FEMALE,STUDENT,1,1258.0,923.12,0.0,CANADA,WEST,Emily Chen,11/11/2015,2015-11-11 17:03:12,2015-11-14,COMPLETED
3420,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Bose,Levi Reed,levi.reed6@proton.me,GERMANY,Munich,MALE,REGULAR,2,73.0,58.2,0.0,CANADA,CENTRAL,Noah Bennett,2017-07-17,2017-07-17 12:23:37,2017-07-18,COMPLETED
3421,IN-STORE,STORE,IPAD,TABLET,Apple,Ava Chen,ava.chen6@yahoo.com,CHINA,Shanghai,MALE,REGULAR,4,980.0,721.35,0.0,USA,EAST,Jay Smith,06/09/2016,2016-06-09 15:55:46,2016-06-18,COMPLETED
3422,IN-STORE,STORE,HEADPHONES,AUDIO,Apple,George Lopez,george.lopez23@outlook.com,CHINA,Beijing,MALE,REGULAR,1,294.0,216.86,0.0,CHINA,SOUTH,Wei Zhang,06/04/2017,2017-06-04 21:56:00,2017-06-13,COMPLETED
3423,IN-STORE,STORE,IPHONE,MOBILE,Apple,Matthew Phillips,matthew.phillips68@proton.me,GERMANY,Berlin,MALE,REGULAR,1,1466.0,1039.86,0.0,CHINA,SOUTH,Wei Zhang,05/12/2015,2015-05-12 19:51:19,2015-05-16,COMPLETED
3424,ON-LINE,WEB,BIKE,MOBILITY,Cannondale,Liam Jackson,liam.jackson88@gmail.com,CHINA,Beijing,MALE,PREMIUM,2,837.0,560.81,0.0,CHINA,EAST,Li Chen,2015-10-21,2015-10-21 11:34:53,2015-10-25,COMPLETED
3425,ON-LINE,WEB,IPHONE,MOBILE,Apple,Samuel Scott,samuel.scott90@outlook.com,INDIA,Delhi,FEMALE,REGULAR,1,975.0,767.56,146.25,USA,EAST,Jay Smith,2015-05-18,2015-05-18 21:57:24,2015-05-18,COMPLETED
3426,ON-LINE,WEB,HEADPHONES,AUDIO,Bose,James Williams,james.williams91@yahoo.com,GERMANY,Munich,FEMALE,PREMIUM,1,191.0,136.3,0.0,USA,WEST,Jay Smith,2016-10-06,2016-10-06 18:26:53,2016-10-09,COMPLETED
3427,ON-LINE,WEB,IPAD,TABLET,Apple,Jacob Scott,jacob.scott24@gmail.com,USA,Chicago,FEMALE,REGULAR,2,754.0,511.79,0.0,CANADA,WEST,Emily Chen,2017-10-14,2017-10-14 15:02:35,2017-10-20,COMPLETED
3428,ON-LINE,WEB,WATCH,WEARABLE,Garmin,Li Bernard,li.bernard76@gmail.com,USA,San Jose,FEMALE,PREMIUM,2,288.0,202.57,0.0,CHINA,EAST,Li Chen,2017-04-07,2017-04-07 17:25:25,2017-04-14,COMPLETED
3429,IN-STORE,STORE,SCOOTER,MOBILITY,Razor,Harry Morris,harry.morris48@gmail.com,CHINA,Shenzhen,MALE,REGULAR,1,307.0,201.36,0.0,CHINA,EAST,Li Chen,12/08/2017,2017-12-08 08:53:33,2017-12-10,COMPLETED
3430,ON-LINE,WEB,EBIKE,MOBILITY,Specialized,Logan Thompson,logan.thompson52@gmail.com,CHINA,Shanghai,MALE,PREMIUM,1,3550.0,2264.05,355.0,USA,WEST,Jay Smith,10/20/2016,2016-10-20 13:16:02,2016-10-28,COMPLETED
3431,ON-LINE,WEB,BIKE,MOBILITY,Giant,Mia Morris,mia.morris69@icloud.com,CHINA,Beijing,FEMALE,REGULAR,1,760.0,549.24,38.0,CHINA,SOUTH,Li Chen,2017-11-15,2017-11-15 13:25:33,2017-11-18,COMPLETED
3432,IN-STORE,STORE,TV,ELECTRONICS,Samsung,Olivia Wright,olivia.wright61@yahoo.com,USA,Chicago,MALE,REGULAR,1,1896.0,1310.37,284.4,ENGLAND,SOUTH,Grace Turner,2016-03-13,2016-03-13 12:07:43,2016-03-14,COMPLETED
3433,ON-LINE,WEB,SCOOTER,MOBILITY,Xiaomi,Joseph Thompson,joseph.thompson62@yahoo.com,USA,San Jose,MALE,REGULAR,1,548.0,368.15,54.8,CANADA,WEST,Emily Chen,2017-06-25,2017-06-25 20:52:17,2017-06-28,COMPLETED
3434,ON-LINE,MOBILE_APP,BIKE,MOBILITY,Cannondale,Logan Phillips,logan.phillips84@outlook.com,GERMANY,Munich,OTHER,PREMIUM,1,383.0,234.94,57.45,CHINA,EAST,Wei Zhang,2017-09-24,2017-09-24 13:10:37,2017-09-27,COMPLETED
3435,ON-LINE,WEB,TV,ELECTRONICS,Sony,Aiden Brown,aiden.brown71@gmail.com,CHINA,Shanghai,MALE,PREMIUM,1,1512.0,1093.41,302.4,CHINA,SOUTH,Li Chen,01/02/2015,2015-01-02 16:01:39,2015-01-04,COMPLETED
3436,IN-STORE,STORE,IPAD,TABLET,Apple,Oliver White,oliver.white68@gmail.com,GERMANY,Munich,MALE,REGULAR,1,657.0,497.27,0.0,CHINA,SOUTH,Li Chen,2016-08-04,2016-08-04 20:20:19,2016-08-09,RETURNED
3437,ON-LINE,MOBILE_APP,COMPUTER,COMPUTERS,HP,Amelia Lee,amelia.lee96@icloud.com,CHINA,Beijing,FEMALE,REGULAR,1,1949.0,1450.11,194.9,CANADA,CENTRAL,Noah Bennett,2017-05-10,2017-05-10 18:37:13,2017-05-11,COMPLETED
3438,IN-STORE,STORE,BIKE,MOBILITY,Trek,Matthew Anderson,matthew.anderson17@gmail.com,GERMANY,Berlin,FEMALE,REGULAR,1,678.0,531.07,67.8,USA,WEST,Jay Smith,12/07/2017,2017-12-07 21:06:35,2017-12-08,RETURNED
3439,IN-STORE,STORE,SCOOTER,MOBILITY,Razor,Isabella Clark,isabella.clark89@proton.me,MEXICO,Mexico City,MALE,REGULAR,1,350.0,276.06,17.5,CANADA,WEST,Emily Chen,2016-10-06,2016-10-06 20:03:29,2016-10-12,COMPLETED
3440,ON-LINE,WEB,SCOOTER,MOBILITY,Segway,James Hall,james.hall67@proton.me,ENGLAND,Manchester,MALE,REGULAR,1,730.0,500.94,73.0,CHINA,SOUTH,Li Chen,10/21/2015,2015-10-21 13:17:39,2015-10-23,RETURNED
